"pokemon","nature","ev","hp","atk","def","spa","spd","spe","percent"
"Gengar-Mega","Timid","92/0/20/140/4/252","92","0","20","140","4","252","0.793"
"Gengar-Mega","Timid","252/0/4/0/0/252","252","0","4","0","0","252","0.712"
"Gengar-Mega","Timid","0/0/4/252/0/252","0","0","4","252","0","252","0.698"
"Gengar-Mega","Timid","236/0/12/4/4/252","236","0","12","4","4","252","0.647"
"Gengar-Mega","Timid","116/0/0/140/0/252","116","0","0","140","0","252","0.646"
"Gengar-Mega","Timid","12/0/4/236/4/252","12","0","4","236","4","252","0.636"
"Gengar-Mega","Timid","92/0/4/36/124/252","92","0","4","36","124","252","0.590"
"Gengar-Mega","Timid","92/0/44/116/4/252","92","0","44","116","4","252","0.534"
"Togedemaru","Jolly","148/0/0/0/252/108","148","0","0","0","252","108","25.054"
"Togedemaru","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","20.368"
"Togedemaru","Jolly","28/4/4/0/252/220","28","4","4","0","252","220","12.841"
"Togedemaru","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","10.572"
"Togedemaru","Jolly","252/4/12/0/20/220","252","4","12","0","20","220","3.024"
"Togedemaru","Jolly","228/0/0/0/172/108","228","0","0","0","172","108","2.824"
"Togedemaru","Jolly","164/0/0/0/236/108","164","0","0","0","236","108","2.554"
"Togedemaru","Jolly","244/4/4/0/4/252","244","4","4","0","4","252","2.201"
"Togedemaru","Timid","252/0/0/0/44/212","252","0","0","0","44","212","2.005"
"Togedemaru","Hasty","0/252/0/4/0/252","0","252","0","4","0","252","1.691"
"Togedemaru","Jolly","4/4/4/0/244/252","4","4","4","0","244","252","1.214"
"Togedemaru","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","1.175"
"Togedemaru","Careful","156/12/4/0/124/212","156","12","4","0","124","212","1.056"
"Togedemaru","Careful","244/0/0/0/252/12","244","0","0","0","252","12","0.898"
"Togedemaru","Jolly","228/0/0/0/4/252","228","0","0","0","4","252","0.741"
"Togedemaru","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","0.708"
"Togedemaru","Jolly","180/0/76/0/0/252","180","0","76","0","0","252","0.610"
"Togedemaru","Jolly","252/4/12/0/28/212","252","4","12","0","28","212","0.588"
"Togedemaru","Jolly","164/4/4/0/228/108","164","4","4","0","228","108","0.586"
"Togedemaru","Jolly","164/4/4/0/84/252","164","4","4","0","84","252","0.576"
"Togedemaru","Jolly","44/0/0/0/244/220","44","0","0","0","244","220","0.557"
"Solgaleo","Adamant","36/220/0/0/252/0","36","220","0","0","252","0","16.656"
"Solgaleo","Adamant","92/116/4/0/220/76","92","116","4","0","220","76","15.780"
"Solgaleo","Jolly","4/252/12/0/28/212","4","252","12","0","28","212","13.745"
"Solgaleo","Adamant","236/28/4/0/236/4","236","28","4","0","236","4","12.196"
"Solgaleo","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","3.376"
"Solgaleo","Adamant","36/180/12/0/60/220","36","180","12","0","60","220","3.190"
"Solgaleo","Jolly","4/252/4/0/4/244","4","252","4","0","4","244","2.857"
"Solgaleo","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","2.686"
"Solgaleo","Jolly","140/108/4/0/4/252","140","108","4","0","4","252","2.398"
"Solgaleo","Adamant","28/252/4/0/4/220","28","252","4","0","4","220","2.396"
"Solgaleo","Adamant","132/100/12/0/252/12","132","100","12","0","252","12","2.286"
"Solgaleo","Jolly","4/0/0/0/252/252","4","0","0","0","252","252","2.152"
"Solgaleo","Adamant","92/100/36/0/252/28","92","100","36","0","252","28","1.930"
"Solgaleo","Jolly","4/252/4/0/28/220","4","252","4","0","28","220","1.591"
"Solgaleo","Adamant","4/252/0/0/252/0","4","252","0","0","252","0","1.460"
"Solgaleo","Adamant","20/236/0/0/252/0","20","236","0","0","252","0","1.437"
"Solgaleo","Adamant","28/228/0/0/252/0","28","228","0","0","252","0","1.393"
"Solgaleo","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","1.025"
"Solgaleo","Adamant","132/124/4/0/244/4","132","124","4","0","244","4","0.887"
"Solgaleo","Adamant","116/220/0/0/172/0","116","220","0","0","172","0","0.887"
"Solgaleo","Adamant","36/244/0/0/228/0","36","244","0","0","228","0","0.886"
"Solgaleo","Adamant","228/76/20/0/140/44","228","76","20","0","140","44","0.568"
"Shedinja","Lonely","0/252/0/0/0/252","0","252","0","0","0","252","30.290"
"Shedinja","Lonely","0/252/0/0/6/252","0","252","0","0","6","252","23.226"
"Shedinja","Lonely","0/252/0/4/0/252","0","252","0","4","0","252","12.036"
"Shedinja","Adamant","0/252/4/0/0/252","0","252","4","0","0","252","9.774"
"Shedinja","Lonely","4/252/0/0/0/252","4","252","0","0","0","252","8.769"
"Shedinja","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","2.918"
"Shedinja","Hasty","0/252/0/0/0/252","0","252","0","0","0","252","2.656"
"Shedinja","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","2.478"
"Shedinja","Adamant","0/252/0/4/0/252","0","252","0","4","0","252","1.919"
"Shedinja","Lonely","0/252/0/0/4/252","0","252","0","0","4","252","1.768"
"Shedinja","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","1.555"
"Shedinja","Adamant","0/252/0/0/0/252","0","252","0","0","0","252","1.005"
"Bronzong","Sassy","252/0/68/0/188/0","252","0","68","0","188","0","31.417"
"Bronzong","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","26.977"
"Bronzong","Sassy","244/0/36/0/228/0","244","0","36","0","228","0","7.216"
"Bronzong","Sassy","252/0/76/0/180/0","252","0","76","0","180","0","4.769"
"Bronzong","Sassy","244/0/76/0/188/0","244","0","76","0","188","0","3.299"
"Bronzong","Sassy","228/0/188/0/92/0","228","0","188","0","92","0","2.896"
"Bronzong","Sassy","244/0/60/0/204/0","244","0","60","0","204","0","2.439"
"Bronzong","Sassy","252/0/108/0/148/0","252","0","108","0","148","0","2.114"
"Bronzong","Sassy","244/0/84/0/180/0","244","0","84","0","180","0","1.503"
"Bronzong","Sassy","252/0/132/0/124/0","252","0","132","0","124","0","1.309"
"Bronzong","Sassy","244/0/52/0/212/0","244","0","52","0","212","0","1.256"
"Bronzong","Sassy","252/4/0/0/252/0","252","4","0","0","252","0","1.180"
"Bronzong","Sassy","252/0/148/0/108/0","252","0","148","0","108","0","1.120"
"Bronzong","Sassy","252/0/52/0/204/0","252","0","52","0","204","0","1.039"
"Bronzong","Calm","252/0/132/0/124/0","252","0","132","0","124","0","0.997"
"Bronzong","Sassy","252/0/12/0/244/0","252","0","12","0","244","0","0.951"
"Bronzong","Sassy","244/60/0/0/204/0","244","60","0","0","204","0","0.840"
"Bronzong","Relaxed","244/0/76/0/188/0","244","0","76","0","188","0","0.810"
"Bronzong","Sassy","252/0/36/0/220/0","252","0","36","0","220","0","0.793"
"Bronzong","Sassy","236/44/0/0/100/0","236","44","0","0","100","0","0.766"
"Bronzong","Sassy","244/0/100/0/164/0","244","0","100","0","164","0","0.573"
"Ferrothorn","Sassy","252/148/0/0/108/0","252","148","0","0","108","0","8.526"
"Ferrothorn","Sassy","244/116/0/0/148/0","244","116","0","0","148","0","6.030"
"Ferrothorn","Sassy","252/108/0/0/148/0","252","108","0","0","148","0","5.474"
"Ferrothorn","Sassy","252/60/0/0/196/0","252","60","0","0","196","0","5.193"
"Ferrothorn","Sassy","252/0/68/0/188/0","252","0","68","0","188","0","5.176"
"Ferrothorn","Sassy","252/60/84/0/108/0","252","60","84","0","108","0","4.461"
"Ferrothorn","Brave","252/252/0/0/4/0","252","252","0","0","4","0","4.023"
"Ferrothorn","Sassy","244/0/76/0/188/0","244","0","76","0","188","0","3.870"
"Ferrothorn","Sassy","252/0/108/0/148/0","252","0","108","0","148","0","3.265"
"Ferrothorn","Sassy","244/12/20/0/228/0","244","12","20","0","228","0","2.437"
"Ferrothorn","Sassy","244/0/52/0/212/0","244","0","52","0","212","0","2.430"
"Ferrothorn","Relaxed","252/4/252/0/0/0","252","4","252","0","0","0","2.426"
"Ferrothorn","Sassy","244/12/100/0/152/0","244","12","100","0","152","0","2.334"
"Ferrothorn","Sassy","252/228/0/0/28/0","252","228","0","0","28","0","2.198"
"Ferrothorn","Sassy","252/12/0/0/244/0","252","12","0","0","244","0","2.186"
"Ferrothorn","Relaxed","244/12/252/0/0/0","244","12","252","0","0","0","2.059"
"Ferrothorn","Brave","252/164/28/0/60/0","252","164","28","0","60","0","1.818"
"Ferrothorn","Sassy","252/188/0/0/68/0","252","188","0","0","68","0","1.567"
"Ferrothorn","Sassy","252/172/28/0/52/0","252","172","28","0","52","0","1.482"
"Ferrothorn","Sassy","244/76/0/0/188/0","244","76","0","0","188","0","1.425"
"Ferrothorn","Sassy","252/4/0/0/252/0","252","4","0","0","252","0","1.315"
"Ferrothorn","Sassy","252/236/0/0/20/0","252","236","0","0","20","0","1.204"
"Ferrothorn","Sassy","252/124/76/0/56/0","252","124","76","0","56","0","1.157"
"Ferrothorn","Sassy","236/172/0/0/100/0","236","172","0","0","100","0","1.034"
"Ferrothorn","Brave","252/252/4/0/0/0","252","252","4","0","0","0","0.999"
"Ferrothorn","Sassy","244/108/0/0/156/0","244","108","0","0","156","0","0.986"
"Ferrothorn","Sassy","244/60/92/0/108/0","244","60","92","0","108","0","0.872"
"Ferrothorn","Sassy","244/28/68/0/164/0","244","28","68","0","164","0","0.820"
"Ferrothorn","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","0.811"
"Ferrothorn","Relaxed","252/0/28/0/228/0","252","0","28","0","228","0","0.780"
"Ferrothorn","Sassy","252/32/4/0/220/0","252","32","4","0","220","0","0.775"
"Ferrothorn","Sassy","252/0/148/0/108/0","252","0","148","0","108","0","0.744"
"Ferrothorn","Sassy","252/36/0/0/220/0","252","36","0","0","220","0","0.700"
"Ferrothorn","Relaxed","252/0/4/0/252/0","252","0","4","0","252","0","0.647"
"Ferrothorn","Sassy","244/72/36/0/156/0","244","72","36","0","156","0","0.636"
"Ferrothorn","Brave","252/172/0/0/84/0","252","172","0","0","84","0","0.628"
"Ferrothorn","Sassy","252/60/36/4/156/0","252","60","36","4","156","0","0.597"
"Ferrothorn","Brave","252/196/60/0/0/0","252","196","60","0","0","0","0.561"
"Ferrothorn","Sassy","244/0/156/0/108/0","244","0","156","0","108","0","0.515"
"Celesteela","Adamant","252/124/0/0/132/0","252","124","0","0","132","0","29.898"
"Celesteela","Adamant","252/76/0/0/180/0","252","76","0","0","180","0","18.297"
"Celesteela","Careful","156/52/100/0/196/4","156","52","100","0","196","4","5.900"
"Celesteela","Careful","245/0/76/0/156/32","245","0","76","0","156","32","5.308"
"Celesteela","Careful","252/4/0/0/252/0","252","4","0","0","252","0","2.984"
"Celesteela","Careful","244/4/76/0/148/36","244","4","76","0","148","36","2.758"
"Celesteela","Careful","252/4/60/0/164/28","252","4","60","0","164","28","1.663"
"Celesteela","Sassy","228/0/164/0/116/0","228","0","164","0","116","0","1.369"
"Celesteela","Impish","244/0/92/0/172/0","244","0","92","0","172","0","1.227"
"Celesteela","Adamant","180/172/20/0/108/28","180","172","20","0","108","28","1.022"
"Celesteela","Careful","212/4/140/0/124/28","212","4","140","0","124","28","0.995"
"Celesteela","Careful","220/132/4/0/148/4","220","132","4","0","148","4","0.992"
"Celesteela","Careful","252/116/0/0/140/0","252","116","0","0","140","0","0.946"
"Celesteela","Adamant","220/148/0/0/140/0","220","148","0","0","140","0","0.815"
"Celesteela","Adamant","252/68/4/0/164/20","252","68","4","0","164","20","0.794"
"Celesteela","Careful","244/0/76/0/156/32","244","0","76","0","156","32","0.790"
"Celesteela","Adamant","252/132/0/0/124/0","252","132","0","0","124","0","0.779"
"Celesteela","Adamant","220/124/4/0/132/28","220","124","4","0","132","28","0.769"
"Celesteela","Careful","156/20/100/0/228/4","156","20","100","0","228","4","0.768"
"Celesteela","Impish","212/28/44/0/188/36","212","28","44","0","188","36","0.684"
"Celesteela","Adamant","252/144/0/0/108/0","252","144","0","0","108","0","0.675"
"Celesteela","Adamant","236/68/4/0/172/28","236","68","4","0","172","28","0.630"
"Celesteela","Adamant","244/84/0/0/180/0","244","84","0","0","180","0","0.585"
"Celesteela","Careful","252/12/76/0/148/20","252","12","76","0","148","20","0.575"
"Celesteela","Careful","252/4/4/0/244/4","252","4","4","0","244","4","0.572"
"Celesteela","Careful","252/180/0/0/68/4","252","180","0","0","68","4","0.535"
"Celesteela","Careful","220/44/124/0/112/4","220","44","124","0","112","4","0.505"
"Celesteela","Careful","252/28/76/0/148/4","252","28","76","0","148","4","0.501"
"Umbreon","Relaxed","252/0/204/0/52/0","252","0","204","0","52","0","24.666"
"Umbreon","Calm","252/0/4/0/252/0","252","0","4","0","252","0","24.495"
"Umbreon","Calm","252/0/180/0/76/0","252","0","180","0","76","0","10.957"
"Umbreon","Calm","236/0/252/0/20/0","236","0","252","0","20","0","5.507"
"Umbreon","Calm","236/0/60/4/196/12","236","0","60","4","196","12","4.064"
"Umbreon","Bold","252/0/220/4/28/4","252","0","220","4","28","4","3.682"
"Umbreon","Relaxed","252/0/252/0/4/0","252","0","252","0","4","0","3.099"
"Umbreon","Calm","252/0/252/0/4/0","252","0","252","0","4","0","3.013"
"Umbreon","Sassy","236/0/76/0/196/0","236","0","76","0","196","0","2.767"
"Umbreon","Calm","236/0/76/0/196/0","236","0","76","0","196","0","2.724"
"Umbreon","Bold","252/0/180/0/76/0","252","0","180","0","76","0","1.499"
"Umbreon","Bold","252/0/252/0/4/0","252","0","252","0","4","0","1.286"
"Umbreon","Sassy","252/0/188/0/68/0","252","0","188","0","68","0","1.153"
"Umbreon","Relaxed","236/0/76/0/196/0","236","0","76","0","196","0","1.105"
"Umbreon","Relaxed","252/0/68/0/188/0","252","0","68","0","188","0","0.897"
"Umbreon","Calm","252/0/60/0/192/0","252","0","60","0","192","0","0.664"
"Umbreon","Sassy","236/0/20/0/252/0","236","0","20","0","252","0","0.655"
"Umbreon","Bold","244/0/156/0/108/0","244","0","156","0","108","0","0.634"
"Umbreon","Calm","244/0/180/4/76/4","244","0","180","4","76","4","0.547"
"Umbreon","Sassy","252/0/100/0/156/0","252","0","100","0","156","0","0.522"
"Smeargle","Jolly","252/4/0/0/0/252","252","4","0","0","0","252","26.122"
"Smeargle","Timid","252/0/4/0/0/252","252","0","4","0","0","252","18.172"
"Smeargle","Timid","252/0/0/0/4/252","252","0","0","0","4","252","16.289"
"Smeargle","Jolly","252/0/4/0/0/252","252","0","4","0","0","252","9.596"
"Smeargle","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","9.081"
"Smeargle","Jolly","4/0/252/0/0/252","4","0","252","0","0","252","2.169"
"Smeargle","Impish","180/0/252/0/76/0","180","0","252","0","76","0","2.014"
"Smeargle","Relaxed","252/0/252/0/4/0","252","0","252","0","4","0","1.791"
"Smeargle","Brave","252/252/0/0/4/0","252","252","0","0","4","0","1.713"
"Smeargle","Timid","188/0/0/0/252/68","188","0","0","0","252","68","1.634"
"Smeargle","Timid","0/0/172/0/84/252","0","0","172","0","84","252","1.544"
"Smeargle","Bold","220/0/212/0/76/0","220","0","212","0","76","0","1.455"
"Smeargle","Hardy","252/0/0/0/4/252","252","0","0","0","4","252","1.421"
"Smeargle","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","1.237"
"Smeargle","Timid","252/0/0/0/0/252","252","0","0","0","0","252","1.007"
"Smeargle","Jolly","244/0/12/0/0/252","244","0","12","0","0","252","0.866"
"Smeargle","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","0.833"
"Mimikyu","Brave","252/252/0/0/4/0","252","252","0","0","4","0","22.279"
"Mimikyu","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","19.895"
"Mimikyu","Brave","252/252/4/0/0/0","252","252","4","0","0","0","9.374"
"Mimikyu","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","7.003"
"Mimikyu","Relaxed","244/12/252/0/0/0","244","12","252","0","0","0","5.660"
"Mimikyu","Adamant","252/252/4/0/0/0","252","252","4","0","0","0","4.414"
"Mimikyu","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","2.990"
"Mimikyu","Adamant","236/76/132/0/60/4","236","76","132","0","60","4","2.539"
"Mimikyu","Adamant","52/236/4/0/4/212","52","236","4","0","4","212","2.081"
"Mimikyu","Adamant","236/20/84/0/168/0","236","20","84","0","168","0","2.012"
"Mimikyu","Brave","252/236/20/0/0/0","252","236","20","0","0","0","1.831"
"Mimikyu","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","1.706"
"Mimikyu","Jolly","244/0/4/0/4/252","244","0","4","0","4","252","1.657"
"Mimikyu","Careful","252/0/0/0/44/212","252","0","0","0","44","212","1.569"
"Mimikyu","Adamant","164/252/0/0/0/92","164","252","0","0","0","92","1.492"
"Mimikyu","Adamant","212/236/4/0/4/52","212","236","4","0","4","52","1.388"
"Mimikyu","Adamant","244/252/0/0/12/0","244","252","0","0","12","0","1.163"
"Mimikyu","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","1.128"
"Mimikyu","Adamant","124/164/4/0/4/212","124","164","4","0","4","212","0.893"
"Mimikyu","Adamant","60/236/0/0/0/212","60","236","0","0","0","212","0.850"
"Mimikyu","Adamant","100/252/4/0/4/148","100","252","4","0","4","148","0.529"
"Whimsicott","Timid","4/0/0/252/0/252","4","0","0","252","0","252","61.724"
"Whimsicott","Timid","0/0/0/252/4/252","0","0","0","252","4","252","19.380"
"Whimsicott","Calm","252/0/0/4/252/0","252","0","0","4","252","0","6.251"
"Whimsicott","Timid","0/0/4/252/0/252","0","0","4","252","0","252","2.960"
"Whimsicott","Timid","0/0/252/0/4/252","0","0","252","0","4","252","1.324"
"Whimsicott","Timid","0/0/0/4/252/252","0","0","0","4","252","252","1.313"
"Whimsicott","Timid","12/0/4/156/84/252","12","0","4","156","84","252","0.985"
"Whimsicott","Timid","252/0/0/0/4/252","252","0","0","0","4","252","0.844"
"Whimsicott","Careful","252/0/212/0/40/0","252","0","212","0","40","0","0.676"
"Whimsicott","Bold","252/0/252/0/4/0","252","0","252","0","4","0","0.619"
"Kommo-o","Modest","100/0/4/172/4/228","100","0","4","172","4","228","26.982"
"Kommo-o","Hasty","52/0/4/220/4/228","52","0","4","220","4","228","12.497"
"Kommo-o","Modest","52/0/4/220/4/228","52","0","4","220","4","228","9.945"
"Kommo-o","Hasty","0/4/0/252/0/252","0","4","0","252","0","252","8.299"
"Kommo-o","Mild","0/44/0/236/0/228","0","44","0","236","0","228","6.538"
"Kommo-o","Modest","4/0/0/252/0/252","4","0","0","252","0","252","5.483"
"Kommo-o","Mild","4/76/0/172/4/252","4","76","0","172","4","252","4.909"
"Kommo-o","Mild","4/36/36/180/0/252","4","36","36","180","0","252","3.068"
"Kommo-o","Mild","0/44/0/212/0/252","0","44","0","212","0","252","2.565"
"Kommo-o","Lonely","20/116/0/140/4/228","20","116","0","140","4","228","2.412"
"Kommo-o","Hasty","228/52/0/20/4/204","228","52","0","20","4","204","1.761"
"Kommo-o","Timid","4/0/0/252/0/252","4","0","0","252","0","252","1.704"
"Kommo-o","Hasty","60/52/0/172/20/204","60","52","0","172","20","204","1.384"
"Kommo-o","Mild","0/4/0/252/0/252","0","4","0","252","0","252","1.294"
"Kommo-o","Modest","4/0/4/252/196/52","4","0","4","252","196","52","1.204"
"Kommo-o","Modest","20/0/4/252/4/228","20","0","4","252","4","228","1.095"
"Kommo-o","Hasty","44/76/0/132/4/252","44","76","0","132","4","252","0.980"
"Kommo-o","Hasty","0/44/0/212/0/252","0","44","0","212","0","252","0.725"
"Kommo-o","Naive","20/4/4/228/0/252","20","4","4","228","0","252","0.563"
"Kommo-o","Modest","4/0/4/252/4/228","4","0","4","252","4","228","0.535"
"Kommo-o","Timid","0/0/0/252/4/252","0","0","0","252","4","252","0.502"
"Naganadel","Timid","4/0/0/252/0/252","4","0","0","252","0","252","58.475"
"Naganadel","Timid","0/0/0/252/4/252","0","0","0","252","4","252","30.330"
"Naganadel","Modest","4/0/4/172/108/220","4","0","4","172","108","220","5.372"
"Naganadel","Timid","4/0/4/156/92/252","4","0","4","156","92","252","3.097"
"Naganadel","Timid","4/0/4/228/20/252","4","0","4","228","20","252","2.141"
"Chansey","Relaxed","252/0/252/0/4/0","252","0","252","0","4","0","91.650"
"Chansey","Bold","252/0/252/0/4/0","252","0","252","0","4","0","3.822"
"Chansey","Bold","248/0/252/0/8/0","248","0","252","0","8","0","2.558"
"Chansey","Sassy","252/0/204/0/0/0","252","0","204","0","0","0","1.035"
"Chansey","Relaxed","252/0/252/0/0/0","252","0","252","0","0","0","0.588"
"Lucario-Mega","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","67.409"
"Lucario-Mega","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","21.133"
"Lucario-Mega","Jolly","4/244/4/0/4/252","4","244","4","0","4","252","2.617"
"Lucario-Mega","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","1.719"
"Lucario-Mega","Jolly","68/252/4/0/20/164","68","252","4","0","20","164","1.577"
"Lucario-Mega","Jolly","196/148/0/0/0/164","196","148","0","0","0","164","1.331"
"Lucario-Mega","Jolly","188/116/4/0/36/164","188","116","4","0","36","164","1.312"
"Gengar","Timid","0/0/0/252/4/252","0","0","0","252","4","252","51.305"
"Gengar","Timid","4/0/0/252/0/252","4","0","0","252","0","252","22.601"
"Gengar","Modest","4/0/0/252/0/252","4","0","0","252","0","252","10.040"
"Gengar","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","3.659"
"Gengar","Modest","0/0/0/252/4/252","0","0","0","252","4","252","3.243"
"Gengar","Quiet","252/0/0/252/0/0","252","0","0","252","0","0","2.138"
"Gengar","Timid","100/0/68/92/36/212","100","0","68","92","36","212","1.934"
"Gengar","Timid","100/0/36/92/68/204","100","0","36","92","68","204","1.060"
"Gengar","Timid","0/0/4/252/0/252","0","0","4","252","0","252","0.686"
"Gengar","Timid","100/0/28/108/68/204","100","0","28","108","68","204","0.576"
"Gengar","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","0.505"
"Gastrodon","Calm","236/0/44/4/220/4","236","0","44","4","220","4","26.892"
"Gastrodon","Quiet","148/0/92/252/12/0","148","0","92","252","12","0","19.259"
"Gastrodon","Calm","252/0/220/0/36/0","252","0","220","0","36","0","8.854"
"Gastrodon","Sassy","236/0/52/0/220/0","236","0","52","0","220","0","8.441"
"Gastrodon","Quiet","244/0/188/60/12/4","244","0","188","60","12","4","5.175"
"Gastrodon","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","4.950"
"Gastrodon","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","3.417"
"Gastrodon","Bold","244/0/108/116/36/4","244","0","108","116","36","4","3.307"
"Gastrodon","Quiet","148/0/92/252/16/0","148","0","92","252","16","0","2.174"
"Gastrodon","Bold","252/0/252/0/4/0","252","0","252","0","4","0","2.013"
"Gastrodon","Quiet","252/0/0/252/0/0","252","0","0","252","0","0","1.195"
"Gastrodon","Quiet","252/0/124/4/124/0","252","0","124","4","124","0","1.081"
"Gastrodon","Quiet","252/0/108/140/4/0","252","0","108","140","4","0","1.018"
"Gastrodon","Quiet","212/0/92/188/12/0","212","0","92","188","12","0","0.999"
"Gastrodon","Calm","172/0/236/0/100/0","172","0","236","0","100","0","0.775"
"Gastrodon","Bold","244/0/68/108/84/4","244","0","68","108","84","4","0.687"
"Gastrodon","Quiet","252/0/12/60/180/0","252","0","12","60","180","0","0.544"
"Gastrodon","Quiet","228/0/92/60/124/4","228","0","92","60","124","4","0.540"
"Gastrodon","Bold","252/0/52/100/104/0","252","0","52","100","104","0","0.526"
"Gastrodon","Modest","236/0/28/204/40/0","236","0","28","204","40","0","0.524"
"Necrozma-Dawn-Wings","Timid","4/0/0/252/0/252","4","0","0","252","0","252","13.868"
"Necrozma-Dawn-Wings","Modest","84/0/4/100/172/148","84","0","4","100","172","148","13.002"
"Necrozma-Dawn-Wings","Timid","228/0/4/12/76/188","228","0","4","12","76","188","8.503"
"Necrozma-Dawn-Wings","Timid","20/0/4/228/4/252","20","0","4","228","4","252","7.466"
"Necrozma-Dawn-Wings","Timid","0/0/0/252/4/252","0","0","0","252","4","252","5.522"
"Necrozma-Dawn-Wings","Timid","4/0/4/236/12/252","4","0","4","236","12","252","4.506"
"Necrozma-Dawn-Wings","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","2.920"
"Necrozma-Dawn-Wings","Modest","36/0/4/132/180/156","36","0","4","132","180","156","2.522"
"Necrozma-Dawn-Wings","Modest","252/0/0/180/76/0","252","0","0","180","76","0","2.341"
"Necrozma-Dawn-Wings","Timid","0/0/4/252/0/252","0","0","4","252","0","252","2.335"
"Necrozma-Dawn-Wings","Timid","76/0/0/228/0/204","76","0","0","228","0","204","2.301"
"Necrozma-Dawn-Wings","Timid","68/0/4/132/76/228","68","0","4","132","76","228","2.181"
"Necrozma-Dawn-Wings","Timid","68/0/4/236/12/188","68","0","4","236","12","188","1.976"
"Necrozma-Dawn-Wings","Timid","76/0/4/228/12/188","76","0","4","228","12","188","1.965"
"Necrozma-Dawn-Wings","Timid","228/0/4/4/76/196","228","0","4","4","76","196","1.963"
"Necrozma-Dawn-Wings","Quiet","220/0/124/68/92/0","220","0","124","68","92","0","1.887"
"Necrozma-Dawn-Wings","Timid","4/0/140/100/12/252","4","0","140","100","12","252","1.755"
"Necrozma-Dawn-Wings","Timid","228/0/4/116/12/148","228","0","4","116","12","148","1.519"
"Necrozma-Dawn-Wings","Timid","44/0/4/252/4/204","44","0","4","252","4","204","1.488"
"Necrozma-Dawn-Wings","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","1.434"
"Necrozma-Dawn-Wings","Timid","36/0/4/188/92/188","36","0","4","188","92","188","1.337"
"Necrozma-Dawn-Wings","Timid","84/0/4/124/108/188","84","0","4","124","108","188","1.221"
"Necrozma-Dawn-Wings","Quiet","172/0/0/140/196/0","172","0","0","140","196","0","1.171"
"Necrozma-Dawn-Wings","Quiet","252/0/0/252/0/0","252","0","0","252","0","0","1.060"
"Necrozma-Dawn-Wings","Timid","52/0/4/252/4/196","52","0","4","252","4","196","0.831"
"Necrozma-Dawn-Wings","Timid","84/0/4/132/60/228","84","0","4","132","60","228","0.740"
"Necrozma-Dawn-Wings","Modest","245/0/0/252/13/0","245","0","0","252","13","0","0.720"
"Necrozma-Dawn-Wings","Timid","4/0/4/252/84/164","4","0","4","252","84","164","0.652"
"Necrozma-Dawn-Wings","Timid","132/0/4/108/76/188","132","0","4","108","76","188","0.648"
"Necrozma-Dawn-Wings","Quiet","244/0/12/252/0/0","244","0","12","252","0","0","0.632"
"Necrozma-Dawn-Wings","Quiet","172/0/0/172/164/0","172","0","0","172","164","0","0.607"
"Necrozma-Dawn-Wings","Quiet","4/0/0/252/252/0","4","0","0","252","252","0","0.502"
"Lopunny-Mega","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","59.360"
"Lopunny-Mega","Jolly","36/252/0/0/0/220","36","252","0","0","0","220","24.911"
"Lopunny-Mega","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","6.077"
"Lopunny-Mega","Jolly","0/252/0/0/0/252","0","252","0","0","0","252","3.014"
"Lopunny-Mega","Jolly","228/4/4/0/20/252","228","4","4","0","20","252","1.538"
"Lopunny-Mega","Jolly","60/188/4/0/4/252","60","188","4","0","4","252","1.321"
"Lopunny-Mega","Timid","0/252/0/0/4/252","0","252","0","0","4","252","1.037"
"Lopunny-Mega","Jolly","4/244/4/0/4/252","4","244","4","0","4","252","0.819"
"Lopunny-Mega","Adamant","212/188/4/0/4/100","212","188","4","0","4","100","0.618"
"Mandibuzz","Bold","252/0/28/4/220/4","252","0","28","4","220","4","17.674"
